year,institute_original,institute_norm,rank,score,perception,institute,rank_prev,score_prev,rank_change,score_change,volatility,perception_gap
2021,Homi Bhabha National Institute,homi bhabha national institute,36.0,50.42,6.22,Homi Bhabha National Institute,36.0,50.42,0.0,0.0,5.83,44.2
2022,Homi Bhabha National Institute,homi bhabha national institute,33.0,54.85,5.31,Homi Bhabha National Institute,36.0,50.42,3.0,4.43,5.83,49.54
2023,Homi Bhabha National Institute,homi bhabha national institute,30.0,57.09,6.08,Homi Bhabha National Institute,33.0,54.85,3.0,2.24,5.83,51.01
2025,Homi Bhabha National Institute,homi bhabha national institute,20.0,63.03,11.67,Homi Bhabha National Institute,30.0,57.09,10.0,5.94,5.83,51.36
2017,Indian Agricultural Research Institute,indian agricultural research institute,23.0,51.2,11.52,Indian Agricultural Research Institute,,,,,0.5,39.68
2025,Indian Agricultural Research Institute,indian agricultural research institute,24.0,61.59,16.61,Indian Agricultural Research Institute,23.0,51.2,-1.0,10.39,0.5,44.98
2017,Indian Institute of Crop Processing Technology,indian institute of crop processing technology,87.0,39.15,1.42,Indian Institute of Crop Processing Technology,,,,,0.0,37.73
2019,Indian Institute of Engineering Science and Technology,indian institute of engineering science and technology,36.0,50.96,30.41,Indian Institute of Engineering Science and Technology,,,,,4.71,20.55
2020,Indian Institute of Engineering Science and Technology,indian institute of engineering science and technology,46.0,48.7,27.77,Indian Institute of Engineering Science and Technology,36.0,50.96,-10.0,-2.26,4.71,20.93
2021,Indian Institute of Engineering Science and Technology,indian institute of engineering science and technology,46.0,48.7,27.77,Indian Institute of Engineering Science and Technology,46.0,48.7,0.0,0.0,4.71,20.93
2017,"Indian Institute of Engineering Science and Technology, Shibpur",indian institute of engineering science and technology shibpur,73.0,41.28,9.29,"Indian Institute of Engineering Science and Technology, Shibpur",,,,,10.92,31.99
2018,"Indian Institute of Engineering Science and Technology, Shibpur",indian institute of engineering science and technology shibpur,44.0,48.06,22.63,"Indian Institute of Engineering Science and Technology, Shibpur",73.0,41.28,29.0,6.78,10.92,25.43
2022,"Indian Institute of Engineering Science and Technology, Shibpur",indian institute of engineering science and technology shibpur,66.0,48.45,27.26,"Indian Institute of Engineering Science and Technology, Shibpur",44.0,48.06,-22.0,0.39,10.92,21.19
2023,"Indian Institute of Engineering Science and Technology, Shibpur",indian institute of engineering science and technology shibpur,66.0,49.79,21.07,"Indian Institute of Engineering Science and Technology, Shibpur",66.0,48.45,0.0,1.34,10.92,28.72
2017,Indian Institute of Management Ahmedabad,indian institute of management ahmedabad,17.0,54.27,59.91,Indian Institute of Management Ahmedabad,,,,,0.0,-5.64
2017,Indian Institute of Management Bangalore,indian institute of management bangalore,25.0,49.26,38.72,Indian Institute of Management Bangalore,,,,,0.0,10.54
2017,Indian Institute of Management Calcutta,indian institute of management calcutta,39.0,45.17,24.61,Indian Institute of Management Calcutta,,,,,28.95,20.56
2018,Indian Institute of Management Calcutta,indian institute of management calcutta,34.0,50.87,27.8,Indian Institute of Management Calcutta,39.0,45.17,5.0,5.7,28.95,23.07
2019,Indian Institute of Management Calcutta,indian institute of management calcutta,26.0,52.68,46.34,Indian Institute of Management Calcutta,34.0,50.87,8.0,1.81,28.95,6.34
2023,Indian Institute of Management Calcutta,indian institute of management calcutta,99.0,45.74,38.4,Indian Institute of Management Calcutta,26.0,52.68,-73.0,-6.94,28.95,7.34
2017,Indian Institute of Management Kashipur,indian institute of management kashipur,71.0,41.36,0.72,Indian Institute of Management Kashipur,,,,,0.0,40.64
2017,Indian Institute of Management Kozhikode,indian institute of management kozhikode,85.0,39.2,5.73,Indian Institute of Management Kozhikode,,,,,3.0,33.47
2022,Indian Institute of Management Kozhikode,indian institute of management kozhikode,79.0,46.36,23.89,Indian Institute of Management Kozhikode,85.0,39.2,6.0,7.16,3.0,22.47
2017,Indian Institute of Management Lucknow,indian institute of management lucknow,51.0,43.35,12.92,Indian Institute of Management Lucknow,,,,,0.0,30.43
2017,Indian Institute of Management Tiruchirappalli,indian institute of management tiruchirappalli,67.0,41.73,2.31,Indian Institute of Management Tiruchirappalli,,,,,0.0,39.42
2017,Indian Institute of Management Udaipur,indian institute of management udaipur,63.0,42.15,5.04,Indian Institute of Management Udaipur,,,,,0.0,37.11
2018,Indian Institute of Science,indian institute of science,1.0,82.16,100.0,Indian Institute of Science,,,,,0.35,-17.84
2019,Indian Institute of Science,indian institute of science,2.0,82.28,100.0,Indian Institute of Science,1.0,82.16,-1.0,0.12,0.35,-17.72
2020,Indian Institute of Science,indian institute of science,2.0,82.67,100.0,Indian Institute of Science,2.0,82.28,0.0,0.39,0.35,-17.33
2021,Indian Institute of Science,indian institute of science,2.0,82.67,100.0,Indian Institute of Science,2.0,82.67,0.0,0.0,0.35,-17.33
2022,Indian Institute of Science,indian institute of science,2.0,83.57,100.0,Indian Institute of Science,2.0,82.67,0.0,0.9,0.35,-16.43
2023,Indian Institute of Science,indian institute of science,2.0,83.09,97.94,Indian Institute of Science,2.0,83.57,0.0,-0.48,0.35,-14.85
2025,Indian Institute of Science,indian institute of science,2.0,85.0,98.41,Indian Institute of Science,2.0,83.09,0.0,1.91,0.35,-13.41
2017,Indian Institute of Science Bangalore,indian institute of science bangalore,1.0,83.28,83.33,Indian Institute of Science Bangalore,,,,,0.0,-0.05
2017,"Indian Institute of Science Education & Research, Bhopal",indian institute of science education research bhopal,98.0,37.32,3.0,"Indian Institute of Science Education & Research, Bhopal",,,,,0.0,34.32
2017,"Indian Institute of Science Education & Research, Kolkata",indian institute of science education research kolkata,44.0,44.38,6.79,"Indian Institute of Science Education & Research, Kolkata",,,,,2.0,37.59
2022,"Indian Institute of Science Education & Research, Kolkata",indian institute of science education research kolkata,40.0,52.35,25.46,"Indian Institute of Science Education & Research, Kolkata",44.0,44.38,4.0,7.97,2.0,26.89
2017,"Indian Institute of Science Education & Research, Mohali",indian institute of science education research mohali,52.0,43.27,7.52,"Indian Institute of Science Education & Research, Mohali",,,,,10.12,35.75
2020,"Indian Institute of Science Education & Research, Mohali",indian institute of science education research mohali,40.0,49.58,22.04,"Indian Institute of Science Education & Research, Mohali",52.0,43.27,12.0,6.31,10.12,27.54
2021,"Indian Institute of Science Education & Research, Mohali",indian institute of science education research mohali,40.0,49.58,22.04,"Indian Institute of Science Education & Research, Mohali",40.0,49.58,0.0,0.0,10.12,27.54
2022,"Indian Institute of Science Education & Research, Mohali",indian institute of science education research mohali,47.0,50.55,20.57,"Indian Institute of Science Education & Research, Mohali",40.0,49.58,-7.0,0.97,10.12,29.98
2023,"Indian Institute of Science Education & Research, Mohali",indian institute of science education research mohali,51.0,51.86,17.73,"Indian Institute of Science Education & Research, Mohali",47.0,50.55,-4.0,1.31,10.12,34.13
2025,"Indian Institute of Science Education & Research, Mohali",indian institute of science education research mohali,70.0,52.68,17.42,"Indian Institute of Science Education & Research, Mohali",51.0,51.86,-19.0,0.82,10.12,35.26
2017,"Indian Institute of Science Education & Research, Pune",indian institute of science education research pune,29.0,48.28,24.13,"Indian Institute of Science Education & Research, Pune",,,,,1.5,24.15
2022,"Indian Institute of Science Education & Research, Pune",indian institute of science education research pune,26.0,56.91,27.85,"Indian Institute of Science Education & Research, Pune",29.0,48.28,3.0,8.63,1.5,29.06
2018,Indian Institute of Science Education & Research Bhopal,indian institute of science education research bhopal,56.0,46.17,7.86,Indian Institute of Science Education & Research Bhopal,,,,,10.91,38.31
2019,Indian Institute of Science Education & Research Bhopal,indian institute of science education research bhopal,37.0,50.88,7.91,Indian Institute of Science Education & Research Bhopal,56.0,46.17,19.0,4.71,10.91,42.97
2020,Indian Institute of Science Education & Research Bhopal,indian institute of science education research bhopal,50.0,48.57,8.1,Indian Institute of Science Education & Research Bhopal,37.0,50.88,-13.0,-2.31,10.91,40.47
2021,Indian Institute of Science Education & Research Bhopal,indian institute of science education research bhopal,50.0,48.57,8.1,Indian Institute of Science Education & Research Bhopal,50.0,48.57,0.0,0.0,10.91,40.47
2022,Indian Institute of Science Education & Research Bhopal,indian institute of science education research bhopal,61.0,49.29,8.66,Indian Institute of Science Education & Research Bhopal,50.0,48.57,-11.0,0.72,10.91,40.63
2023,Indian Institute of Science Education & Research Bhopal,indian institute of science education research bhopal,60.0,50.58,8.15,Indian Institute of Science Education & Research Bhopal,61.0,49.29,1.0,1.29,10.91,42.43
2025,Indian Institute of Science Education & Research Bhopal,indian institute of science education research bhopal,75.0,51.99,6.07,Indian Institute of Science Education & Research Bhopal,60.0,50.58,-15.0,1.41,10.91,45.92
2018,Indian Institute of Science Education & Research Kolkata,indian institute of science education research kolkata,25.0,52.52,11.13,Indian Institute of Science Education & Research Kolkata,,,,,12.97,41.39
2019,Indian Institute of Science Education & Research Kolkata,indian institute of science education research kolkata,40.0,50.44,24.86,Indian Institute of Science Education & Research Kolkata,25.0,52.52,-15.0,-2.08,12.97,25.58
2020,Indian Institute of Science Education & Research Kolkata,indian institute of science education research kolkata,35.0,50.48,23.34,Indian Institute of Science Education & Research Kolkata,40.0,50.44,5.0,0.04,12.97,27.14
2021,Indian Institute of Science Education & Research Kolkata,indian institute of science education research kolkata,35.0,50.48,23.34,Indian Institute of Science Education & Research Kolkata,35.0,50.48,0.0,0.0,12.97,27.14
2023,Indian Institute of Science Education & Research Kolkata,indian institute of science education research kolkata,43.0,53.72,13.81,Indian Institute of Science Education & Research Kolkata,35.0,50.48,-8.0,3.24,12.97,39.91
2025,Indian Institute of Science Education & Research Kolkata,indian institute of science education research kolkata,67.0,53.04,16.61,Indian Institute of Science Education & Research Kolkata,43.0,53.72,-24.0,-0.68,12.97,36.43
2018,Indian Institute of Science Education & Research Mohali,indian institute of science education research mohali,55.0,46.24,16.73,Indian Institute of Science Education & Research Mohali,,,,,5.5,29.51
2019,Indian Institute of Science Education & Research Mohali,indian institute of science education research mohali,66.0,45.43,17.38,Indian Institute of Science Education & Research Mohali,55.0,46.24,-11.0,-0.81,5.5,28.05
2018,Indian Institute of Science Education & Research Pune,indian institute of science education research pune,32.0,51.04,25.85,Indian Institute of Science Education & Research Pune,,,,,11.12,25.19
2019,Indian Institute of Science Education & Research Pune,indian institute of science education research pune,23.0,54.48,32.75,Indian Institute of Science Education & Research Pune,32.0,51.04,9.0,3.44,11.12,21.73
2020,Indian Institute of Science Education & Research Pune,indian institute of science education research pune,24.0,54.47,28.91,Indian Institute of Science Education & Research Pune,23.0,54.48,-1.0,-0.01,11.12,25.56
2021,Indian Institute of Science Education & Research Pune,indian institute of science education research pune,24.0,54.47,28.91,Indian Institute of Science Education & Research Pune,24.0,54.47,0.0,0.0,11.12,25.56
2023,Indian Institute of Science Education & Research Pune,indian institute of science education research pune,34.0,56.05,21.81,Indian Institute of Science Education & Research Pune,24.0,54.47,-10.0,1.58,11.12,34.24
2025,Indian Institute of Science Education & Research Pune,indian institute of science education research pune,55.0,54.9,23.65,Indian Institute of Science Education & Research Pune,34.0,56.05,-21.0,-1.15,11.12,31.25
2018,Indian Institute of Science Education & Research Thiruvananthapuram,indian institute of science education research thiruvananthapuram,58.0,45.97,22.39,Indian Institute of Science Education & Research Thiruvananthapuram,,,,,0.0,23.58
2017,Indian Institute of Space Science and Technology,indian institute of space science and technology,56.0,43.06,13.45,Indian Institute of Space Science and Technology,,,,,0.0,29.61
2017,"Indian Institute of Technology (Banaras Hindu University), Varanasi",indian institute of technology banaras hindu university varanasi,70.0,41.37,23.96,"Indian Institute of Technology (Banaras Hindu University), Varanasi",,,,,0.0,17.41
2018,Indian Institute of Technology (Banaras Hindu University) Varanasi,indian institute of technology banaras hindu university varanasi,28.0,51.85,22.87,Indian Institute of Technology (Banaras Hindu University) Varanasi,,,,,1.31,28.98
2019,Indian Institute of Technology (Banaras Hindu University) Varanasi,indian institute of technology banaras hindu university varanasi,28.0,52.49,29.2,Indian Institute of Technology (Banaras Hindu University) Varanasi,28.0,51.85,0.0,0.64,1.31,23.29
2020,Indian Institute of Technology (Banaras Hindu University) Varanasi,indian institute of technology banaras hindu university varanasi,28.0,53.74,31.08,Indian Institute of Technology (Banaras Hindu University) Varanasi,28.0,52.49,0.0,1.25,1.31,22.66
2021,Indian Institute of Technology (Banaras Hindu University) Varanasi,indian institute of technology banaras hindu university varanasi,28.0,53.74,31.08,Indian Institute of Technology (Banaras Hindu University) Varanasi,28.0,53.74,0.0,0.0,1.31,22.66
2022,Indian Institute of Technology (Banaras Hindu University) Varanasi,indian institute of technology banaras hindu university varanasi,29.0,55.85,39.21,Indian Institute of Technology (Banaras Hindu University) Varanasi,28.0,53.74,-1.0,2.11,1.31,16.64
2023,Indian Institute of Technology (Banaras Hindu University) Varanasi,indian institute of technology banaras hindu university varanasi,31.0,57.08,38.07,Indian Institute of Technology (Banaras Hindu University) Varanasi,29.0,55.85,-2.0,1.23,1.31,19.01
2025,Indian Institute of Technology (Banaras Hindu University) Varanasi,indian institute of technology banaras hindu university varanasi,31.0,60.03,38.97,Indian Institute of Technology (Banaras Hindu University) Varanasi,31.0,57.08,0.0,2.95,1.31,21.06
2022,"Indian Institute of Technology, Bombay",indian institute of technology bombay,3.0,82.35,88.8,"Indian Institute of Technology, Bombay",,,,,0.0,-6.45
2022,"Indian Institute of Technology, Delhi",indian institute of technology delhi,4.0,82.22,93.08,"Indian Institute of Technology, Delhi",,,,,0.0,-10.86
2022,"Indian Institute of Technology, Gandhinagar",indian institute of technology gandhinagar,37.0,53.92,20.23,"Indian Institute of Technology, Gandhinagar",,,,,0.0,33.69
2017,Indian Institute of Technology (Indian School of Mines),indian institute of technology indian school of mines,53.0,43.21,7.88,Indian Institute of Technology (Indian School of Mines),,,,,9.37,35.33
2020,Indian Institute of Technology (Indian School of Mines),indian institute of technology indian school of mines,26.0,53.88,27.0,Indian Institute of Technology (Indian School of Mines),53.0,43.21,27.0,10.67,9.37,26.88
2021,Indian Institute of Technology (Indian School of Mines),indian institute of technology indian school of mines,26.0,53.88,27.0,Indian Institute of Technology (Indian School of Mines),26.0,53.88,0.0,0.0,9.37,26.88
2022,Indian Institute of Technology (Indian School of Mines),indian institute of technology indian school of mines,38.0,53.87,23.57,Indian Institute of Technology (Indian School of Mines),26.0,53.88,-12.0,-0.01,9.37,30.3
2023,Indian Institute of Technology (Indian School of Mines),indian institute of technology indian school of mines,42.0,53.86,20.33,Indian Institute of Technology (Indian School of Mines),38.0,53.87,-4.0,-0.01,9.37,33.53
2025,Indian Institute of Technology (Indian School of Mines),indian institute of technology indian school of mines,35.0,58.33,23.19,Indian Institute of Technology (Indian School of Mines),42.0,53.86,7.0,4.47,9.37,35.14
2018,Indian Institute of Technology (Indian School of Mines) Dhanbad,indian institute of technology indian school of mines dhanbad,27.0,52.04,14.46,Indian Institute of Technology (Indian School of Mines) Dhanbad,,,,,1.0,37.58
2019,Indian Institute of Technology (Indian School of Mines) Dhanbad,indian institute of technology indian school of mines dhanbad,25.0,53.4,25.54,Indian Institute of Technology (Indian School of Mines) Dhanbad,27.0,52.04,2.0,1.36,1.0,27.86
2022,"Indian Institute of Technology, Kharagpur",indian institute of technology kharagpur,6.0,75.94,79.82,"Indian Institute of Technology, Kharagpur",,,,,0.0,-3.88
2022,"Indian Institute of Technology, Mandi",indian institute of technology mandi,43.0,51.05,12.18,"Indian Institute of Technology, Mandi",,,,,0.0,38.87
2022,"Indian Institute of Technology, Patna",indian institute of technology patna,59.0,49.47,14.24,"Indian Institute of Technology, Patna",,,,,0.0,35.23
2022,"Indian Institute of Technology, Roorkee",indian institute of technology roorkee,7.0,71.48,48.84,"Indian Institute of Technology, Roorkee",,,,,0.0,22.64
2017,Indian Institute of Technology Bhubaneswar,indian institute of technology bhubaneswar,66.0,41.75,2.66,Indian Institute of Technology Bhubaneswar,,,,,13.94,39.09
2018,Indian Institute of Technology Bhubaneswar,indian institute of technology bhubaneswar,51.0,47.07,8.87,Indian Institute of Technology Bhubaneswar,66.0,41.75,15.0,5.32,13.94,38.2
2019,Indian Institute of Technology Bhubaneswar,indian institute of technology bhubaneswar,46.0,48.73,25.99,Indian Institute of Technology Bhubaneswar,51.0,47.07,5.0,1.66,13.94,22.74
2020,Indian Institute of Technology Bhubaneswar,indian institute of technology bhubaneswar,58.0,46.78,18.85,Indian Institute of Technology Bhubaneswar,46.0,48.73,-12.0,-1.95,13.94,27.93
2021,Indian Institute of Technology Bhubaneswar,indian institute of technology bhubaneswar,58.0,46.78,18.85,Indian Institute of Technology Bhubaneswar,58.0,46.78,0.0,0.0,13.94,27.93
2022,Indian Institute of Technology Bhubaneswar,indian institute of technology bhubaneswar,65.0,48.46,16.97,Indian Institute of Technology Bhubaneswar,58.0,46.78,-7.0,1.68,13.94,31.49
2023,Indian Institute of Technology Bhubaneswar,indian institute of technology bhubaneswar,91.0,46.73,19.31,Indian Institute of Technology Bhubaneswar,65.0,48.46,-26.0,-1.73,13.94,27.42
2025,Indian Institute of Technology Bhubaneswar,indian institute of technology bhubaneswar,80.0,51.16,20.03,Indian Institute of Technology Bhubaneswar,91.0,46.73,11.0,4.43,13.94,31.13
2017,Indian Institute of Technology Bombay,indian institute of technology bombay,3.0,71.78,83.44,Indian Institute of Technology Bombay,,,,,0.45,-11.66
2018,Indian Institute of Technology Bombay,indian institute of technology bombay,3.0,79.2,79.61,Indian Institute of Technology Bombay,3.0,71.78,0.0,7.42,0.45,-0.41
2019,Indian Institute of Technology Bombay,indian institute of technology bombay,4.0,78.62,86.92,Indian Institute of Technology Bombay,3.0,79.2,-1.0,-0.58,0.45,-8.3
2020,Indian Institute of Technology Bombay,indian institute of technology bombay,3.0,82.52,91.96,Indian Institute of Technology Bombay,4.0,78.62,1.0,3.9,0.45,-9.44
2021,Indian Institute of Technology Bombay,indian institute of technology bombay,3.0,82.52,91.96,Indian Institute of Technology Bombay,3.0,82.52,0.0,0.0,0.45,-9.44
2023,Indian Institute of Technology Bombay,indian institute of technology bombay,4.0,81.28,84.98,Indian Institute of Technology Bombay,3.0,82.52,-1.0,-1.24,0.45,-3.7
2025,Indian Institute of Technology Bombay,indian institute of technology bombay,3.0,81.62,83.35,Indian Institute of Technology Bombay,4.0,81.28,1.0,0.34,0.45,-1.73
2017,Indian Institute of Technology Delhi,indian institute of technology delhi,5.0,64.18,69.53,Indian Institute of Technology Delhi,,,,,0.64,-5.35
2018,Indian Institute of Technology Delhi,indian institute of technology delhi,4.0,73.97,72.79,Indian Institute of Technology Delhi,5.0,64.18,1.0,9.79,0.64,1.18
2019,Indian Institute of Technology Delhi,indian institute of technology delhi,3.0,78.69,86.14,Indian Institute of Technology Delhi,4.0,73.97,1.0,4.72,0.64,-7.45
2020,Indian Institute of Technology Delhi,indian institute of technology delhi,4.0,81.75,93.89,Indian Institute of Technology Delhi,3.0,78.69,-1.0,3.06,0.64,-12.14
2021,Indian Institute of Technology Delhi,indian institute of technology delhi,4.0,81.75,93.89,Indian Institute of Technology Delhi,4.0,81.75,0.0,0.0,0.64,-12.14
2023,Indian Institute of Technology Delhi,indian institute of technology delhi,3.0,82.16,90.98,Indian Institute of Technology Delhi,4.0,81.75,1.0,0.41,0.64,-8.82
2025,Indian Institute of Technology Delhi,indian institute of technology delhi,4.0,80.67,92.23,Indian Institute of Technology Delhi,3.0,82.16,-1.0,-1.49,0.64,-11.56
2017,Indian Institute of Technology Gandhinagar,indian institute of technology gandhinagar,78.0,40.48,9.24,Indian Institute of Technology Gandhinagar,,,,,16.39,31.24
2018,Indian Institute of Technology Gandhinagar,indian institute of technology gandhinagar,39.0,49.31,15.9,Indian Institute of Technology Gandhinagar,78.0,40.48,39.0,8.83,16.39,33.41
2019,Indian Institute of Technology Gandhinagar,indian institute of technology gandhinagar,51.0,47.85,24.17,Indian Institute of Technology Gandhinagar,39.0,49.31,-12.0,-1.46,16.39,23.68
2020,Indian Institute of Technology Gandhinagar,indian institute of technology gandhinagar,33.0,52.77,23.76,Indian Institute of Technology Gandhinagar,51.0,47.85,18.0,4.92,16.39,29.01
2021,Indian Institute of Technology Gandhinagar,indian institute of technology gandhinagar,33.0,52.77,23.76,Indian Institute of Technology Gandhinagar,33.0,52.77,0.0,0.0,16.39,29.01
2023,Indian Institute of Technology Gandhinagar,indian institute of technology gandhinagar,24.0,58.89,27.47,Indian Institute of Technology Gandhinagar,33.0,52.77,9.0,6.12,16.39,31.42
2025,Indian Institute of Technology Gandhinagar,indian institute of technology gandhinagar,39.0,57.01,20.03,Indian Institute of Technology Gandhinagar,24.0,58.89,-15.0,-1.88,16.39,36.98
2017,Indian Institute of Technology Guwahati,indian institute of technology guwahati,8.0,60.37,28.79,Indian Institute of Technology Guwahati,,,,,1.45,31.58
2018,Indian Institute of Technology Guwahati,indian institute of technology guwahati,12.0,60.16,28.01,Indian Institute of Technology Guwahati,8.0,60.37,-4.0,-0.21,1.45,32.15
2019,Indian Institute of Technology Guwahati,indian institute of technology guwahati,9.0,65.47,46.34,Indian Institute of Technology Guwahati,12.0,60.16,3.0,5.31,1.45,19.13
2020,Indian Institute of Technology Guwahati,indian institute of technology guwahati,8.0,69.26,47.04,Indian Institute of Technology Guwahati,9.0,65.47,1.0,3.79,1.45,22.22
2021,Indian Institute of Technology Guwahati,indian institute of technology guwahati,8.0,69.26,47.04,Indian Institute of Technology Guwahati,8.0,69.26,0.0,0.0,1.45,22.22
2022,Indian Institute of Technology Guwahati,indian institute of technology guwahati,8.0,69.75,45.93,Indian Institute of Technology Guwahati,8.0,69.26,0.0,0.49,1.45,23.82
2023,Indian Institute of Technology Guwahati,indian institute of technology guwahati,9.0,68.78,42.44,Indian Institute of Technology Guwahati,8.0,69.75,-1.0,-0.97,1.45,26.34
2025,Indian Institute of Technology Guwahati,indian institute of technology guwahati,11.0,67.67,43.52,Indian Institute of Technology Guwahati,9.0,68.78,-2.0,-1.11,1.45,24.15
2017,Indian Institute of Technology Hyderabad,indian institute of technology hyderabad,26.0,49.07,18.06,Indian Institute of Technology Hyderabad,,,,,4.63,31.01
2018,Indian Institute of Technology Hyderabad,indian institute of technology hyderabad,22.0,53.07,22.15,Indian Institute of Technology Hyderabad,26.0,49.07,4.0,4.0,4.63,30.92
2019,Indian Institute of Technology Hyderabad,indian institute of technology hyderabad,22.0,56.92,40.33,Indian Institute of Technology Hyderabad,22.0,53.07,0.0,3.85,4.63,16.59
2020,Indian Institute of Technology Hyderabad,indian institute of technology hyderabad,16.0,58.53,49.61,Indian Institute of Technology Hyderabad,22.0,56.92,6.0,1.61,4.63,8.92
2021,Indian Institute of Technology Hyderabad,indian institute of technology hyderabad,16.0,58.53,49.61,Indian Institute of Technology Hyderabad,16.0,58.53,0.0,0.0,4.63,8.92
2022,Indian Institute of Technology Hyderabad,indian institute of technology hyderabad,14.0,62.86,49.01,Indian Institute of Technology Hyderabad,16.0,58.53,2.0,4.33,4.63,13.85
2023,Indian Institute of Technology Hyderabad,indian institute of technology hyderabad,14.0,64.24,48.36,Indian Institute of Technology Hyderabad,14.0,62.86,0.0,1.38,4.63,15.88
2025,Indian Institute of Technology Hyderabad,indian institute of technology hyderabad,12.0,67.04,54.35,Indian Institute of Technology Hyderabad,14.0,64.24,2.0,2.8,4.63,12.69
2017,Indian Institute of Technology Indore,indian institute of technology indore,24.0,50.23,7.17,Indian Institute of Technology Indore,,,,,2.36,43.06
2020,Indian Institute of Technology Indore,indian institute of technology indore,30.0,53.22,15.91,Indian Institute of Technology Indore,24.0,50.23,-6.0,2.99,2.36,37.31
2021,Indian Institute of Technology Indore,indian institute of technology indore,30.0,53.22,15.91,Indian Institute of Technology Indore,30.0,53.22,0.0,0.0,2.36,37.31
2022,Indian Institute of Technology Indore,indian institute of technology indore,31.0,55.13,16.21,Indian Institute of Technology Indore,30.0,53.22,-1.0,1.91,2.36,38.92
2023,Indian Institute of Technology Indore,indian institute of technology indore,28.0,58.0,16.1,Indian Institute of Technology Indore,31.0,55.13,3.0,2.87,2.36,41.9
2025,Indian Institute of Technology Indore,indian institute of technology indore,27.0,60.13,17.69,Indian Institute of Technology Indore,28.0,58.0,1.0,2.13,2.36,42.44
2023,Indian Institute of Technology Jodhpur,indian institute of technology jodhpur,66.0,49.79,9.15,Indian Institute of Technology Jodhpur,,,,,0.0,40.64
2025,Indian Institute of Technology Jodhpur,indian institute of technology jodhpur,66.0,53.17,8.8,Indian Institute of Technology Jodhpur,66.0,49.79,0.0,3.38,0.0,44.37
2017,Indian Institute of Technology Kanpur,indian institute of technology kanpur,7.0,60.69,63.62,Indian Institute of Technology Kanpur,,,,,0.86,-2.93
2018,Indian Institute of Technology Kanpur,indian institute of technology kanpur,7.0,65.39,67.59,Indian Institute of Technology Kanpur,7.0,60.69,0.0,4.7,0.86,-2.2
2019,Indian Institute of Technology Kanpur,indian institute of technology kanpur,6.0,69.07,75.68,Indian Institute of Technology Kanpur,7.0,65.39,1.0,3.68,0.86,-6.61
2020,Indian Institute of Technology Kanpur,indian institute of technology kanpur,5.0,76.5,79.3,Indian Institute of Technology Kanpur,6.0,69.07,1.0,7.43,0.86,-2.8
2021,Indian Institute of Technology Kanpur,indian institute of technology kanpur,5.0,76.5,79.3,Indian Institute of Technology Kanpur,5.0,76.5,0.0,0.0,0.86,-2.8
2022,Indian Institute of Technology Kanpur,indian institute of technology kanpur,5.0,77.83,77.86,Indian Institute of Technology Kanpur,5.0,76.5,0.0,1.33,0.86,-0.03
2023,Indian Institute of Technology Kanpur,indian institute of technology kanpur,5.0,77.23,69.84,Indian Institute of Technology Kanpur,5.0,77.83,0.0,-0.6,0.86,7.39
2025,Indian Institute of Technology Kanpur,indian institute of technology kanpur,5.0,77.25,72.56,Indian Institute of Technology Kanpur,5.0,77.23,0.0,0.02,0.86,4.69
2017,Indian Institute of Technology Kharagpur,indian institute of technology kharagpur,4.0,68.43,64.72,Indian Institute of Technology Kharagpur,,,,,0.9,3.71
2018,Indian Institute of Technology Kharagpur,indian institute of technology kharagpur,5.0,71.39,62.12,Indian Institute of Technology Kharagpur,4.0,68.43,-1.0,2.96,0.9,9.27
2019,Indian Institute of Technology Kharagpur,indian institute of technology kharagpur,5.0,74.31,78.11,Indian Institute of Technology Kharagpur,5.0,71.39,0.0,2.92,0.9,-3.8
2020,Indian Institute of Technology Kharagpur,indian institute of technology kharagpur,6.0,75.62,82.92,Indian Institute of Technology Kharagpur,5.0,74.31,-1.0,1.31,0.9,-7.3
2021,Indian Institute of Technology Kharagpur,indian institute of technology kharagpur,6.0,75.62,82.92,Indian Institute of Technology Kharagpur,6.0,75.62,0.0,0.0,0.9,-7.3
2023,Indian Institute of Technology Kharagpur,indian institute of technology kharagpur,7.0,71.82,70.68,Indian Institute of Technology Kharagpur,6.0,75.62,-1.0,-3.8,0.9,1.14
2025,Indian Institute of Technology Kharagpur,indian institute of technology kharagpur,6.0,73.99,69.51,Indian Institute of Technology Kharagpur,7.0,71.82,1.0,2.17,0.9,4.48
2017,Indian Institute of Technology Madras,indian institute of technology madras,2.0,73.97,68.7,Indian Institute of Technology Madras,,,,,0.43,5.27
2018,Indian Institute of Technology Madras,indian institute of technology madras,2.0,81.39,86.61,Indian Institute of Technology Madras,2.0,73.97,0.0,7.42,0.43,-5.22
2019,Indian Institute of Technology Madras,indian institute of technology madras,1.0,83.88,94.14,Indian Institute of Technology Madras,2.0,81.39,1.0,2.49,0.43,-10.26
2020,Indian Institute of Technology Madras,indian institute of technology madras,1.0,86.76,97.13,Indian Institute of Technology Madras,1.0,83.88,0.0,2.88,0.43,-10.37
2021,Indian Institute of Technology Madras,indian institute of technology madras,1.0,86.76,97.13,Indian Institute of Technology Madras,1.0,86.76,0.0,0.0,0.43,-10.37
2022,Indian Institute of Technology Madras,indian institute of technology madras,1.0,87.59,98.75,Indian Institute of Technology Madras,1.0,86.76,0.0,0.83,0.43,-11.16
